playerid,birthDate
sa3018393,2005-02-02
sa3018394,2004-02-19
sa3018396,2003-11-01
sa3018397,2004-01-05
sa3018398,2003-06-06
sa3018399,2005-05-19
sa3018400,2004-03-15
sa3018401,2004-03-16
sa3018403,2004-09-13
sa3018404,2004-09-06
sa3018405,2004-10-31
sa3018406,2004-11-25
sa3018407,2004-09-22
sa3018408,2005-02-17
sa3018410,2005-03-29
sa3018411,2005-04-12
sa3018412,2005-07-13
sa3018413,2004-12-27
sa3018414,2005-01-26
sa3018415,2004-11-08
sa3018416,2005-02-19
sa3018417,2005-01-08
sa3018418,2005-01-27
sa3018420,2005-01-08
sa3018421,2005-08-24
sa3018422,2004-10-14
sa3018424,2004-12-08
sa3018425,2005-01-15
sa3018426,2005-02-13
sa3018427,2005-08-11
sa3018428,2005-03-22
sa3018430,2005-05-14
sa3018431,2005-05-24
sa3018432,2004-09-20
sa3018433,2005-02-05
sa3018434,2004-09-28
sa3018435,2004-11-13
sa3018436,2004-09-28
sa3018437,2004-08-20
sa3018438,2004-08-02
sa3018439,2004-01-19
sa3018440,2004-05-25
sa3018441,2004-04-23
sa3018442,2004-07-18
sa3018443,2003-12-16
sa3018445,2002-07-31
sa3018446,2003-03-26
sa3018449,2004-09-30
sa3018450,2003-11-01
sa3018451,2004-09-02
sa3018453,2004-10-06
sa3018455,2004-11-01
sa3018456,2004-11-14
sa3018457,2004-11-26
sa3018458,2004-11-29
sa3018460,2004-12-10
sa3018461,2004-12-07
sa3018462,2004-12-29
sa3018463,2005-01-01
sa3018464,2005-01-04
sa3018465,2005-01-12
sa3018466,2005-01-24
sa3018467,2005-02-03
sa3018468,2005-02-16
sa3018469,2005-02-19
sa3018470,2005-02-26
sa3018472,2005-03-01
sa3018473,2005-04-01
sa3018474,2005-07-03
sa3018475,2005-04-02
sa3018476,2005-07-22
sa3018477,2005-08-09
sa3018478,2005-08-17
sa3018479,2005-08-18
sa3018480,2005-08-12
sa3018481,2005-08-29
sa3018482,2004-01-11
sa3018483,2005-07-05
sa3018484,2004-08-17
sa3018485,2004-09-04
sa3018486,2004-10-09
sa3018487,2004-10-12
sa3018488,2004-10-18
sa3018489,2004-09-17
sa3018491,2004-11-09
sa3018492,2004-11-14
sa3018494,2004-11-24
sa3018495,2004-12-06
sa3018497,2004-12-25
sa3018498,2005-01-18
sa3018499,2005-01-04
sa3018500,2005-01-05
sa3018501,2005-01-13
sa3018503,2005-01-31
sa3018504,2005-02-06
sa3018505,2005-02-03
sa3018506,2005-01-12
sa3018507,2005-02-26
sa3018508,2005-03-06
sa3018509,2005-03-03
sa3018510,2005-03-10
sa3018513,2004-11-29
sa3018515,2004-10-31
sa3018516,2004-09-22
sa3018517,2004-11-16
sa3018518,2005-08-12
sa3018520,2004-09-23
sa3018521,2005-07-02
sa3018525,2005-06-27
sa3018526,2004-10-14
sa3018527,2004-11-03
sa3018528,2004-09-24
sa3018529,2004-07-06
sa3018530,2005-01-28
sa3018531,2005-02-01
sa3018533,2005-07-15
sa3018534,2005-08-03
sa3018535,2005-05-11
sa3018536,2005-05-09
sa3018538,2005-04-02
sa3018540,2005-02-13
sa3018541,2004-10-05
sa3018542,2005-07-08
sa3018543,2005-07-08
sa3018544,2004-09-08
sa3018545,2004-12-22
sa3018546,2004-12-27
sa3018547,2005-06-23
sa3018548,2005-02-11
sa3018549,2005-07-02
sa3018550,2005-05-08
sa3018552,2005-01-13
sa3018554,2005-03-11
sa3018555,2005-06-10
sa3018556,2004-09-30
sa3018557,2004-11-06
sa3018558,2004-11-02
sa3018560,2005-04-12
sa3018561,2004-12-01
sa3018562,2005-02-12
sa3018563,2005-03-27
sa3018564,2004-10-28
sa3018565,2005-02-27
sa3018566,2005-01-18
sa3018567,2005-05-05
sa3018568,2005-02-04
sa3018571,2005-04-25
sa3018573,2005-08-29
sa3018575,2005-07-31
sa3018576,2004-09-21
sa3018577,2005-03-13
sa3018578,2004-01-16
sa3018579,2004-11-18
sa3018580,2005-04-15
sa3018582,2004-02-04
sa3018583,2005-08-12
sa3018584,2004-09-23
sa3018585,2004-08-20
sa3018586,2004-12-02
sa3018588,2004-09-09
sa3018589,2004-12-19
sa3018591,2005-05-24
sa3018592,2004-09-06
sa3018593,2005-05-30
sa3018594,2005-02-12
sa3018595,2004-11-15
sa3018596,2005-03-04
sa3018600,2004-01-12
sa3018601,2005-02-01
sa3018603,2004-11-26
sa3018604,2004-01-21
sa3018605,2004-11-17
sa3018606,2004-07-14
sa3018607,2003-11-20
sa3018608,2004-08-07
sa3018609,2004-04-27
sa3018611,2004-04-29
sa3018612,2005-07-03
sa3018613,2004-09-20
sa3018614,2004-01-27
sa3018615,2004-10-14
sa3018616,2004-04-05
sa3018617,2004-11-15
sa3018619,2004-08-17
sa3018620,2003-02-20
sa3018621,2005-04-16
sa3018622,2004-11-04
sa3018623,2005-04-29
sa3018624,2004-09-06
sa3018626,2004-12-23
sa3018627,2004-09-07
sa3018629,2004-09-13
sa3018630,2005-06-14
sa3018631,2003-08-29
sa3018632,2005-05-14
sa3018634,2005-03-09
sa3018636,2005-01-03
sa3018638,2005-05-24
sa3018641,2004-12-20
sa3018643,2004-11-09
sa3018644,2005-05-20
sa3018645,2005-06-12
sa3018646,2004-09-20
sa3018647,2004-04-16
sa3018648,2004-04-03
sa3018791,1999-08-17
sa3018793,1996-12-29
sa3018797,2002-11-23
sa3018798,2000-10-07
sa3018799,1999-03-11
sa3018801,2003-02-05
sa3018802,2002-05-04
sa3018803,2003-06-27
sa3018804,2003-09-21
sa3018807,2004-02-23
sa3018808,2004-03-23
sa3018809,2004-09-13
sa3018810,2003-09-27
sa3018812,2001-04-01
sa3018815,2004-05-04
sa3018816,2003-06-17
sa3018818,2003-10-05
sa3018819,2004-05-05
sa3018820,2004-02-08
sa3018822,2003-05-14
sa3018823,2003-03-05
sa3018826,2004-02-12
sa3018827,2004-11-03
sa3018831,2005-02-20
sa3018832,2001-04-16
sa3018833,2001-10-21
sa3018834,2003-06-28
sa3018835,2003-10-14
sa3018837,2004-07-05
sa3018839,2004-11-30
sa3018847,2004-12-16
sa3018848,2005-01-08
sa3018850,2004-12-16
sa3018851,2004-10-07
sa3018854,2005-02-19
sa3018855,2004-11-03
sa3018857,2004-04-15
sa3018858,2005-01-24
sa3018859,2004-10-16
sa3018860,2005-03-07
sa3018865,2004-09-17
sa3018866,2002-01-07
sa3018867,2004-10-07
sa3018870,2001-11-14
sa3018871,2002-01-27
sa3018872,2002-02-27
sa3018877,2004-11-10
sa3018880,2003-02-13
sa3018881,2003-09-01
sa3018882,2004-11-17
sa3018883,2005-05-20
sa3018887,2004-02-11
sa3018888,2004-01-11
sa3018890,2005-02-15
sa3018891,2003-11-20
sa3018892,2003-02-26
sa3018898,2002-09-22
sa3018899,2003-09-30
sa3018900,2002-07-09
sa3018906,2003-08-22
sa3018907,2005-08-30
sa3018908,2004-01-11
sa3018910,2002-04-08
sa3018912,1997-09-02
sa3018915,2003-03-24
sa3018919,2004-07-03
sa3018924,2003-10-11
sa3018926,2003-12-27
sa3018930,2004-09-06
sa3018931,2004-09-08
sa3018932,2004-09-12
sa3018935,2004-11-09
sa3018937,2005-03-29
sa3018938,2005-05-26
sa3018939,2005-06-04
sa3018941,2004-09-11
sa3018942,2004-10-02
sa3018943,2004-10-08
sa3018944,2004-10-30
sa3018946,2004-11-03
sa3018948,2005-01-26
sa3018949,2005-02-03
sa3018950,2004-10-27
sa3018959,2004-09-13
sa3018963,2004-11-01
sa3018965,2004-11-04
sa3018966,2005-01-19
sa3018969,1999-08-11
sa3018971,2005-01-30
sa3018975,2003-11-27
sa3018977,2004-09-08
sa3019048,2004-04-14
sa3019049,2003-10-23
sa3019050,2003-04-10
sa3019052,2001-11-13
sa3019054,2002-05-03
sa3019055,2003-08-28
sa3019058,2004-10-18
sa3019059,2004-11-19
sa3019063,2004-07-02
sa3019066,2003-02-05
sa3019069,2003-10-12
sa3019070,2000-12-22
sa3019071,2004-05-16
sa3019075,2005-02-19
sa3019080,2005-02-24
sa3019084,2001-10-19
sa3019086,2005-04-01
sa3019090,2004-07-07
sa3019094,2004-11-27
sa3019096,2005-06-03
sa3019097,2004-11-19
sa3019098,2005-01-28
sa3019101,2005-01-06
sa3019103,2005-02-18
sa3019113,1998-05-18
sa3019119,2003-05-04
sa3019120,2003-09-18
sa3019121,2004-01-26
sa3019122,2004-08-24
sa3019123,2002-12-29
sa3019125,2002-02-28
sa3019127,2003-06-11
sa3019128,2003-05-05
sa3019129,2002-07-10
sa3019130,2002-10-22
sa3019132,2001-11-14
sa3019135,2003-10-15
sa3019136,2004-11-10
sa3019140,2003-02-14
sa3019141,2004-01-03
sa3019143,2004-03-30
sa3019145,2004-09-05
sa3019147,2004-12-19
sa3019148,2005-01-18
sa3019149,2005-02-01
sa3019150,2004-04-01
sa3019151,2004-02-12
sa3019153,2005-07-06
sa3019155,2004-11-18
sa3019157,2004-08-17
sa3019158,2005-03-09
sa3019159,2005-03-27
sa3019161,2004-12-29
sa3019162,2004-09-01
sa3019163,2005-01-03
sa3019164,2005-07-15
sa3019165,2005-01-31
sa3019168,2005-04-13
sa3019169,2004-09-18
sa3019171,2005-03-04
sa3019172,2005-01-05
sa3019175,2003-09-19
sa3019176,2004-12-13
sa3019177,2005-08-04
sa3019179,2001-07-22
sa3019180,2003-07-13
sa3019181,2004-10-25
sa3019182,2004-11-04
sa3019184,2004-02-21
sa3019192,2005-08-25
sa3019199,2002-12-18
sa3019200,2003-05-23
sa3019202,2004-02-13
sa3019204,2004-10-05
sa3019207,2005-01-25
sa3019212,2005-03-19
sa3019214,2004-02-04
sa3019216,2004-11-05
sa3019217,2005-03-10
sa3019218,2004-01-20
sa3019236,1999-11-23
sa3019239,2002-10-08
sa3019244,2002-05-12
sa3019247,2002-08-05
sa3019250,2004-03-30
sa3019251,2002-02-15
sa3019254,2004-03-20
sa3019255,2002-03-08
sa3019257,2003-02-13
sa3019258,2004-09-01
sa3019259,2004-11-19
sa3019260,2004-11-09
sa3019261,2004-10-11
sa3019262,2002-11-29
sa3019263,2004-07-19
sa3019265,2004-12-27
sa3019266,2005-02-14
sa3019267,2005-08-23
sa3019268,2005-08-06
sa3019269,2003-05-26
sa3019270,2004-11-07
sa3019271,2005-01-24
sa3019272,2004-11-02
sa3019273,2005-06-09
sa3019278,2003-07-12
sa3019279,2002-08-01
sa3019280,2005-01-02
sa3019281,2004-10-30
sa3019284,2003-01-12
sa3019287,2002-05-24
sa3019288,2004-10-25
sa3019289,2002-08-18
sa3019290,2003-06-30
sa3019291,2005-08-08
sa3019292,2005-08-19
sa3019293,2002-11-08
sa3019294,2002-10-16
sa3019295,2004-07-30
sa3019297,2002-07-15
sa3019299,2005-08-09
sa3019300,2004-12-16
sa3019302,1996-11-24
sa3019303,1998-02-23
sa3019307,2002-10-05
sa3019308,2005-01-13
sa3019310,2004-09-07
sa3019365,2004-03-30
sa3019366,2003-10-01
sa3019367,2003-01-15
sa3019370,2003-09-11
sa3019373,2005-08-29
sa3019374,2001-01-25
sa3019375,2003-03-16
sa3019377,2004-10-21
sa3019379,2005-05-12
sa3019380,2005-07-25
sa3019382,2005-06-17
sa3019383,2003-08-13
sa3019384,2003-07-03
sa3019386,2005-01-11
sa3019387,2003-05-23
sa3019390,2003-05-25
sa3019392,2003-11-26
sa3019393,2004-06-14
sa3019394,2002-05-05
sa3019395,2004-07-07
sa3019396,2003-12-17
sa3019400,2001-12-20
sa3019401,2004-11-03
sa3019402,2004-10-09
sa3019404,2004-09-26
sa3019406,2005-01-25
sa3019427,2000-10-05
sa3019429,2003-06-13
sa3019430,2004-08-11
sa3019431,2004-02-10
sa3019432,2000-01-21
sa3019439,2005-04-01
sa3019440,2005-05-25
sa3019457,2000-08-03
sa3019461,2004-04-23
sa3019462,2004-11-09
sa3019465,2005-06-03
sa3019479,2004-09-03
sa3019480,2005-05-15
sa3019483,2005-05-21
sa3019486,2004-10-25
sa3019487,2003-09-03
sa3019489,2002-02-28
sa3019490,2002-12-02
sa3019491,2002-03-10
sa3019497,2005-01-15
sa3019498,2005-08-31
sa3019502,2002-09-10
sa3019503,2004-06-30
sa3019504,2003-10-13
sa3019505,2004-05-23
sa3019506,1997-12-22
sa3019509,2004-11-08
sa3019510,2005-06-20
sa3019511,2004-11-01
sa3019518,2001-10-07
sa3019520,2005-05-03
sa3019521,2003-07-30
sa3019523,2003-03-28
sa3019526,2003-08-20
sa3019527,2004-02-20
sa3019528,2004-03-02
sa3019533,1997-07-01
sa3019534,2002-08-19
sa3019535,2003-09-09
sa3019537,2004-11-17
sa3019538,2004-06-03
sa3019541,2004-09-19
sa3019548,2004-11-14
sa3019549,2001-08-08
sa3019551,2005-08-06
sa3019555,2003-03-28
sa3019556,2004-03-02
sa3019557,2004-11-16
sa3019562,2001-01-28
sa3019563,2002-01-07
sa3019566,2004-10-16
sa3019567,2003-05-13
sa3019570,2004-10-15
sa3019577,1996-11-15
sa3019578,2004-06-06
sa3019579,2004-04-06
sa3019580,2005-01-07
sa3019581,2004-10-20
sa3019597,2004-02-14
sa3019598,2005-01-06
sa3019599,2003-01-20
sa3019612,2005-06-25
sa3019615,2004-04-06
sa3019618,2004-10-25
sa3019625,2001-11-23
sa3019626,2003-01-06
sa3019627,2001-09-19
sa3019628,2003-09-14
sa3019629,2005-06-16
sa3019630,2004-11-11
sa3019632,2003-02-27
sa3019633,2003-09-08
sa3019637,2004-10-27
sa3019638,2004-11-04
sa3019643,2004-12-02
sa3019644,2004-12-03
sa3019646,2003-08-23
sa3019658,2001-10-14
sa3019659,2005-08-14
sa3019660,2005-06-30
sa3019661,2002-03-28
sa3019662,2002-01-19
sa3019664,2003-08-08
sa3019665,2003-10-03
sa3019672,2004-02-20
sa3019674,2004-09-09
sa3019675,2005-02-17
sa3019676,2004-12-07
sa3019682,2001-09-27
sa3019685,2005-01-20
sa3019686,2005-02-10
sa3019687,2005-01-14
sa3019695,1997-10-10
sa3019696,2002-05-22
sa3019699,2002-10-28
sa3019701,2004-12-27
sa3019704,2004-11-20
sa3019709,2002-08-15
sa3019717,2002-11-19
sa3019718,2002-11-07
sa3019719,2004-12-01
sa3019721,2002-09-05
sa3019722,2005-05-14
sa3019723,2004-09-14
sa3019739,2000-08-25
sa3019741,2005-06-12
sa3019742,2003-05-24
sa3019745,2002-12-19
sa3019754,2004-08-28
sa3019756,2005-03-19
sa3019757,2004-05-12
sa3019758,2002-11-01
sa3019761,2005-03-26
sa3019763,2005-06-14
sa3019764,2004-03-02
sa3019765,2005-01-07
sa3019766,2004-03-31
sa3019771,2005-06-12
sa3019772,2005-01-29
sa3019774,2001-02-06
sa3019776,2005-03-21
sa3019777,2004-10-20
sa3019778,2004-11-22
sa3019786,2004-03-13
sa3019796,2005-01-09
sa3019798,2003-12-02
sa3019803,2000-05-22
sa3019805,1999-05-10
sa3019807,2003-03-14
sa3019817,1998-08-03
sa3019818,1999-09-13
sa3019819,1999-10-30
sa3019820,2004-11-05
sa3019823,2001-05-02
sa3019824,2000-10-28
sa3019825,2001-05-05
sa3019826,2004-08-27
sa3019833,1999-06-23
sa3019835,2003-06-28
sa3019836,2000-05-21
sa3019837,2001-06-16
sa3019839,2000-07-20
sa3019840,1998-10-02
sa3019848,1999-09-02
sa3019849,2000-12-18
sa3019850,1998-09-11
sa3019852,1998-05-06
sa3019856,2001-04-05
sa3019857,2000-08-26
sa3019859,2000-01-24
sa3019861,1999-06-15
sa3019862,1999-06-16
sa3019863,2003-06-19
sa3019864,2000-06-01
sa3019865,2002-05-02
sa3019866,1999-07-29
sa3019869,2000-01-06
sa3019870,1999-11-02
sa3019879,1998-01-15
sa3019881,1997-12-08
sa3019882,2000-02-11
sa3019884,1999-06-04
sa3019885,2003-03-08
sa3019888,2000-07-30
sa3019890,2001-03-22
sa3019891,2000-11-25
sa3019893,2001-08-26
sa3019894,2001-08-22
sa3019895,2003-11-12
sa3019899,2003-10-21
sa3019900,2001-05-04
sa3019901,2000-05-30
sa3019902,1998-11-13
sa3019903,2000-09-18
sa3019904,1998-06-25
sa3019906,2000-09-22
sa3019907,1998-08-06
sa3019909,2004-04-12
sa3019911,2000-01-31
sa3019912,1999-01-23
sa3019916,2000-04-19
sa3019917,2000-05-10
sa3019919,2000-08-22
sa3019921,2000-10-27
sa3019923,2000-12-19
sa3019924,2001-03-02
sa3019925,2001-03-06
sa3019926,2001-03-12
sa3019927,1999-06-26
sa3019928,2002-03-31
sa3019929,2003-01-12
sa3019930,2002-07-22
sa3019931,2000-05-14
sa3019932,2004-03-09
sa3019933,2003-09-22
sa3019934,2001-02-26
sa3019936,2000-09-05
sa3019938,2001-06-18
sa3019942,2000-09-27
sa3019943,2001-08-26
sa3019945,1998-03-03
sa3019946,2000-11-13
sa3019949,1998-06-02
sa3019950,1999-12-26
sa3019951,2000-10-04
sa3019952,2001-06-21
sa3019954,2001-06-08
sa3019958,1999-07-31
sa3019960,2003-12-13
sa3019961,2000-05-18
sa3019962,1998-07-03
sa3019963,1998-11-01
sa3019964,2000-03-25
sa3019965,1999-08-24
sa3019967,2000-05-07
sa3019968,2000-03-30
sa3019971,2001-04-23
sa3019972,2000-09-29
sa3019974,2001-05-06
sa3019976,2000-09-19
sa3019977,2000-08-15
sa3019978,2001-02-18
sa3019979,2000-11-03
sa3019982,2000-12-11
sa3019985,2001-02-13
sa3019986,2000-10-10
sa3019987,2001-02-09
sa3019990,2001-01-26
sa3019991,2001-06-29
sa3019993,2000-07-13
sa3019994,1999-05-05
sa3019996,2001-08-07
sa3019998,2002-03-07
sa3020000,1999-01-10
sa3020001,1999-07-30
sa3020002,2002-04-21
sa3020003,1998-08-12
sa3020005,2004-05-11
sa3020008,1999-08-31
sa3020009,2001-06-04
sa3020010,2000-03-10
sa3020013,2001-10-28
sa3020014,1999-04-12
sa3020077,2000-09-26
sa3020079,1999-08-10
sa3020082,1998-02-08
sa3020083,1999-11-10
sa3020084,2000-02-01
sa3020085,1998-08-21
sa3020087,1999-08-12
sa3020090,2001-01-22
sa3020092,1999-05-18
sa3020093,1998-12-03
sa3020094,2000-03-26
sa3020099,2000-09-14
sa3020100,2002-05-29
sa3020102,2005-01-17
sa3020108,1999-10-12
sa3020109,1999-01-23
sa3020110,1999-09-29
sa3020111,2003-08-10
sa3020113,2000-01-19
sa3020114,2003-10-10
sa3020115,1998-09-03
sa3020116,1999-12-06
sa3020117,2000-11-10
sa3020118,2001-01-08
sa3020121,2000-10-04
sa3020122,2001-06-06
sa3020123,2001-03-30
sa3020125,1999-05-21
sa3020126,2003-07-20
sa3020128,1999-07-02
sa3020129,2000-02-23
sa3020131,2004-11-20
sa3020132,2003-11-12
sa3020133,1999-10-09
sa3020134,2003-11-03
sa3020135,2004-04-24
sa3020138,2004-03-16
sa3020140,2000-12-24
sa3020141,2004-06-01
sa3020171,1999-10-26
sa3020172,1999-08-21
sa3020175,2001-01-22
sa3020176,1999-02-18
sa3020178,2000-06-15
sa3020180,2000-07-18
sa3020183,2001-03-28
sa3020184,2002-05-15
sa3020185,1999-11-11
sa3020189,1999-10-15
sa3020190,2001-03-28
sa3020191,2000-01-14
sa3020192,1999-04-19
sa3020193,1999-09-01
sa3020194,2000-08-01
sa3020196,2001-03-26
sa3020199,2000-11-29
sa3020200,2001-05-19
sa3020201,2000-05-25
sa3020202,2000-05-12
sa3020203,2001-01-17
sa3020204,2001-06-02
sa3020205,1999-12-20
sa3020207,2003-10-15
sa3020210,2003-12-04
sa3020213,2002-03-07
sa3020214,2004-06-11
sa3020216,2004-01-12
sa3020217,2004-05-11
sa3020218,2003-07-31
sa3020220,2004-02-14
sa3020221,2004-02-08
sa3020222,2000-06-21
sa3020223,2003-09-22
sa3020224,2004-10-14
sa3020234,1999-02-28
sa3020235,2001-08-02
sa3020236,1998-05-11
sa3020239,2000-02-02
sa3020244,1999-04-22
sa3020250,2000-01-12
sa3020251,1997-09-23
sa3020252,2000-01-12
sa3020253,1998-11-21
sa3020254,2000-12-15
sa3020256,2000-10-16
sa3020257,1999-11-09
sa3020258,2000-12-27
sa3020259,2000-11-08
sa3020262,1998-09-11
sa3020264,1999-10-08
sa3020266,1999-12-11
sa3020268,2000-07-21
sa3020271,2001-04-29
sa3020272,2001-05-17
sa3020273,2001-05-16
sa3020274,2001-03-17
sa3020275,1998-06-18
sa3020276,1998-09-27
sa3020278,1999-05-29
sa3020279,2003-12-07
sa3020280,2004-05-21
sa3020281,2003-08-22
sa3020282,2004-12-31
sa3020285,2004-01-07
sa3020286,2003-05-29
sa3020312,2001-07-19
sa3020313,1999-03-23
sa3020314,1999-10-22
sa3020315,2002-01-25
sa3020316,1999-06-01
sa3020317,2000-04-19
sa3020318,2000-03-03
sa3020319,1999-10-29
sa3020320,1998-08-05
sa3020321,2001-02-25
sa3020322,1997-10-28
sa3020323,2001-06-28
sa3020324,2000-12-11
sa3020325,1998-09-22
sa3020326,1999-04-23
sa3020327,2001-04-07
sa3020328,2000-08-09
sa3020331,1998-08-27
sa3020332,1999-09-29
sa3020333,2000-03-21
sa3020334,2002-11-27
sa3020335,2002-12-24
sa3020336,2002-06-18
sa3020337,2001-01-17
sa3020339,2001-04-18
sa3020340,1998-08-10
sa3020344,2003-12-01
sa3020345,1999-02-07
sa3020349,2000-03-01
sa3020351,2000-05-31
sa3020352,1999-08-25
sa3020354,1999-09-08
sa3020355,1998-06-20
sa3020376,2000-05-30
sa3020377,1999-10-11
sa3020378,1999-10-01
sa3020379,1999-09-13
sa3020380,1999-09-09
sa3020381,2000-07-15
sa3020384,2000-08-26
sa3020385,2000-10-26
sa3020387,2001-05-03
sa3020389,2001-01-19
sa3020390,2001-01-10
sa3020391,2000-04-14
sa3020392,2001-05-09
sa3020393,2000-03-13
sa3020396,2000-08-13
sa3020397,2004-05-26
sa3020398,2000-09-12
sa3020400,1997-09-15
sa3020401,1998-06-25
sa3020402,2001-07-02
sa3020403,2000-04-10
sa3020404,2001-04-08
sa3020406,2000-11-16
sa3020407,2001-04-18
sa3020408,2001-06-27
sa3020410,1999-10-22
sa3020412,2004-09-12
sa3020413,1999-07-08
sa3020415,2001-08-19
sa3020416,2004-02-22
sa3020417,2004-05-04
sa3020419,2000-09-25
sa3020439,1998-07-24
sa3020442,2001-03-02
sa3020443,1999-10-06
sa3020444,2000-02-08
sa3020446,1999-11-19
sa3020447,2000-12-01
sa3020448,2001-06-21
sa3020449,1999-09-01
sa3020450,2000-08-05
sa3020451,1999-08-12
sa3020452,2000-09-04
sa3020453,2000-08-11
sa3020454,2000-01-24
sa3020455,1999-12-27
sa3020457,2000-12-04
sa3020458,1999-12-15
sa3020460,2004-06-24
sa3020461,2005-04-06
sa3020462,1998-08-13
sa3020463,1998-12-19
sa3020464,1998-10-14
sa3020465,1999-09-02
sa3020466,2000-03-03
sa3020467,1999-10-15
sa3020468,2000-01-06
sa3020470,2001-01-04
sa3020471,2001-08-16
sa3020472,1998-07-10
sa3020476,1997-10-09
sa3020477,1999-07-13
sa3020478,1998-09-12
sa3020479,2001-01-17
sa3020480,1999-12-16
sa3020482,2000-04-02
sa3020483,2000-09-27
sa3020485,1999-05-04
sa3020486,2000-01-06
sa3020487,2000-08-31
sa3020489,2001-02-18
sa3020490,1998-12-18
sa3020491,2000-07-31
sa3020492,2004-02-06
sa3020493,2000-01-31
sa3020494,1999-08-28
sa3020495,2001-01-10
sa3020497,2003-11-13
sa3020498,2003-12-17
sa3020499,2004-02-12
sa3020525,1999-07-15
sa3020526,2001-02-28
sa3020531,2001-06-10
sa3020534,2001-01-24
sa3020535,2000-11-10
sa3020536,2001-05-10
sa3020537,2001-03-07
sa3020556,2000-02-07
sa3020557,1999-09-26
sa3020558,2000-10-26
sa3020559,2000-11-10
sa3020561,2000-08-07
sa3020562,2001-01-10
sa3020563,2001-11-02
sa3020564,1999-03-26
sa3020565,2000-03-11
sa3020567,2000-02-20
sa3020568,2001-04-09
sa3020571,2000-07-01
sa3020572,1999-04-10
sa3020573,2000-01-27
sa3020575,2001-08-03
sa3020576,2003-09-04
sa3020588,2000-07-01
sa3020589,1999-11-26
sa3020592,2000-10-12
sa3020594,1999-09-20
sa3020595,1999-10-25
sa3020596,1999-07-12
sa3020598,1999-07-29
sa3020599,2000-06-30
sa3020600,2001-09-09
sa3020601,2003-08-09
sa3020603,1999-10-05
sa3020604,2001-02-14
sa3020605,2001-01-18
sa3020607,2000-11-26
sa3020609,2002-12-12
sa3020610,1999-06-12
sa3020611,2001-06-27
sa3020612,2001-06-06
sa3020613,1998-01-26
sa3020614,2000-09-25
sa3020615,2004-05-03
sa3020620,2000-07-05
sa3020621,1999-04-25
sa3020623,1999-08-05
sa3020624,1999-08-21
sa3020625,2000-12-07
sa3020626,2004-06-07
sa3020628,2001-03-03
sa3020629,2000-12-28
sa3020630,1999-11-18
sa3020631,2000-06-22
sa3020634,1999-06-23
sa3020641,1998-08-12
sa3020642,2000-12-05
sa3020658,1998-08-18
sa3020659,2004-04-21
sa3020662,2000-04-18
sa3020676,2003-11-28
sa3020677,2003-09-07
sa3020679,2005-09-12
sa3020681,2000-10-02
sa3020682,2001-08-07
sa3020683,2004-03-04
sa3020684,2006-01-22
sa3020685,1998-05-12
sa3020702,2000-10-09
sa3020704,1999-12-23
sa3020706,1999-09-15
sa3020708,2003-06-03
sa3020709,2000-09-23
sa3020711,1999-09-18
sa3020714,2000-02-26
sa3020715,2001-03-23
sa3020716,1999-02-23
sa3020717,1998-01-17
sa3020733,1996-12-11
sa3020734,1999-12-28
sa3020738,2001-03-06
sa3020739,2001-01-12
sa3020740,2001-03-10
sa3020741,2000-07-04
sa3020743,2000-07-03
sa3020744,1999-04-08
sa3020745,1997-05-22
sa3020747,2000-10-19
sa3020749,2000-03-19
sa3020751,2000-02-11
sa3020753,1999-06-22
sa3020755,2000-04-26
sa3020756,1998-12-27
sa3020757,1998-11-14
sa3020759,2000-01-05
sa3020762,1999-08-10
sa3020764,2001-03-11
sa3020796,1999-09-05
sa3020797,2000-03-23
sa3020798,2000-07-28
sa3020799,2000-04-13
sa3020800,2000-09-05
sa3020801,1998-09-24
sa3020802,1998-08-18
sa3020803,2000-04-01
sa3020804,2000-02-15
sa3020806,2000-09-15
sa3020807,2001-05-03
sa3020809,2001-04-17
sa3020810,1997-02-16
sa3020811,1999-05-28
sa3020813,2001-03-16
sa3020814,1994-04-27
sa3020816,1997-02-10
sa3020817,1997-12-16
sa3020818,1999-05-14
sa3020819,2001-10-31
sa3020820,2001-07-03
sa3020821,1999-09-18
sa3020822,1997-03-05
sa3020823,1999-06-20
sa3020825,1999-07-16
sa3020826,2000-03-21
sa3020828,2000-02-12
sa3020829,2000-05-27
sa3020831,2001-04-06
sa3020832,2000-09-26
sa3020833,2001-03-13
sa3020834,1999-07-20
sa3020835,1996-03-21
sa3020837,2000-03-10
sa3020838,1999-09-08
sa3020839,1998-11-25
sa3020840,1999-09-09
sa3020841,2001-02-27
sa3020857,2001-02-23
sa3020858,1999-11-14
sa3020859,2000-11-16
sa3020861,2000-07-06
sa3020863,1998-12-08
sa3020864,2003-05-07
sa3020865,2003-08-12
sa3020866,2001-12-26
sa3020867,2001-07-09
sa3020869,2004-05-19
sa3020872,2000-05-12
sa3020873,2001-09-23
sa3020875,2000-10-14
sa3020876,2002-09-20
sa3020877,1999-09-10
sa3020878,2002-09-19
sa3020880,1999-08-31
sa3020883,2001-11-26
sa3020884,2005-12-15
sa3020888,1999-07-24
sa3020889,1999-11-16
sa3020890,2000-05-02
sa3020891,2004-01-15
sa3020892,1999-01-22
sa3020893,2001-05-07
sa3020898,1999-08-22
sa3020899,2003-09-25
sa3020900,2000-09-03
sa3020901,2001-09-18
sa3020904,2003-04-22
sa3020905,1998-10-02
sa3020938,2000-06-30
